symbol,name,reportDate,fiscalDateEnding,estimate,currency
RCI,Rogers Communications Inc - Class B,2022-01-26,2021-12-31,0.78,USD
RCII,Rent-a-Center Inc,2022-02-22,2021-12-31,1.6,USD
RCKT,Rocket Pharmaceuticals Inc,2022-02-23,2021-12-31,-0.77,USD
RCKY,Rocky Brands Inc,2022-02-22,2021-12-31,1.21,USD
RCL,Royal Caribbean Group,2022-02-21,2021-12-31,-3.91,USD
RCM,R1 RCM Inc,2022-02-16,2021-12-31,0.1,USD
RCUS,Arcus Biosciences Inc,2022-02-22,2021-12-31,-0.69,USD
RDCM,Radcom,2022-02-15,2021-12-31,-0.05,USD
RDFN,Redfin Corp,2022-02-22,2021-12-31,-0.32,USD
RDN,Radian Group Inc,2022-02-22,2021-12-31,0.69,USD
RDUS,Radius Health Inc,2022-02-23,2021-12-31,-0.24,USD
RDWR,Radware,2022-02-08,2021-12-31,0.22,USD
RE,Everest Re Group Ltd,2022-02-07,2021-12-31,7.8,USD
REAL,Therealreal Inc,2022-02-21,2021-12-31,-0.39,USD
REDU,RISE Education Cayman Ltd,2021-11-29,2021-09-30,,USD
REG,Regency Centers Corporation,2022-02-09,2021-12-31,0.48,USD
REGI,Renewable Energy Group Inc,2022-02-23,2021-12-31,0.79,USD
REGN,Regeneron Pharmaceuticals Inc,2022-02-03,2021-12-31,18.23,USD
RELL,Richardson Electronics Ltd,2022-01-04,2021-11-30,,USD
REPH,Recro Pharma Inc,2022-02-24,2021-12-31,-0.07,USD
REPL,Replimune Group Inc,2022-02-02,2021-12-31,-0.58,USD
RES,RPC Inc,2022-01-25,2021-12-31,0.03,USD
REVG,REV Group Inc,2022-01-05,2021-10-31,0.29,USD
REX,REX American Resources Corp,2021-12-01,2021-10-31,0.92,USD
REXR,Rexford Industrial Realty Inc,2022-01-10,2021-12-31,0.15,USD
REZI,Resideo Technologies Inc,2022-02-23,2021-12-31,0.38,USD
RF,Regions Financial Corp,2022-01-20,2021-12-31,0.48,USD
RFL,Rafael Holdings Inc - Class B,2021-12-13,2021-10-31,,USD
RFP,Resolute Forest Products Inc,2022-02-02,2021-12-31,0.56,USD
RGA,Reinsurance Group Of America Inc,2022-02-07,2021-12-31,1.54,USD
RGCO,RGC Resources Inc,2022-02-07,2021-12-31,0.54,USD
RGEN,Repligen Corp,2022-02-22,2021-12-31,0.65,USD
RGLD,Royal Gold Inc,2022-02-01,2021-12-31,1.02,USD
RGP,Resources Connection Inc,2022-01-04,2021-12-31,0.33,USD
RGR,Sturm Ruger & Co. Inc,2022-02-15,2021-12-31,1.93,USD
RGS,Regis Corp,2022-02-01,2021-12-31,-0.12,USD
RH,RH - Class A,2021-12-07,2021-11-30,6.64,USD
RHI,Robert Half International Inc,2022-01-26,2021-12-31,1.45,USD
RHP,Ryman Hospitality Properties Inc,2022-02-24,2021-12-31,-0.22,USD
RHUHF,RHUHF,2022-01-19,2021-11-30,,USD
RIBT,RiceBran Technologies,2022-02-23,2021-12-31,-0.04,USD
RICK,RCI Hospitality Holdings Inc,2021-12-13,2021-09-30,0.67,USD
RICK,RCI Hospitality Holdings Inc,2022-02-07,2021-12-31,,USD
RIG,Transocean Ltd,2022-02-21,2021-12-31,-0.11,USD
RILY,B. Riley Financial Inc,2022-02-23,2021-12-31,,USD
RIOCF,RIOCF,2022-02-09,2021-12-31,,USD
RIVE,Riverview Financial Corp,2022-01-26,2021-12-31,,USD
RJF,Raymond James Financial Inc,2022-01-26,2021-12-31,1.72,USD
RKIGF,RKIGF,2021-12-01,2021-10-31,,CAD
RKT,Rocket Companies Inc Class A,2022-02-23,2021-12-31,0.37,USD
RL,Ralph Lauren Corp - Class A,2022-02-02,2021-12-31,2.18,USD
RLGT,Radiant Logistics Inc,2022-02-07,2021-12-31,0.14,USD
RLGY,Realogy Holdings Corp,2022-02-21,2021-12-31,0.39,USD
RLI,RLI Corp,2022-01-25,2021-12-31,0.88,USD
RLJ,RLJ Lodging Trust,2022-02-23,2021-12-31,-0.11,USD
RLLMF,RLLMF,2022-01-26,2021-12-31,,USD
RM,Regional Management Corp,2022-02-08,2021-12-31,1.82,USD
RMAX,RE/MAX Holdings Inc - Class A,2022-02-23,2021-12-31,0.58,USD
RMBI,Richmond Mutual Bancorporation Inc,2022-01-26,2021-12-31,,USD
RMBS,Rambus Inc,2022-01-31,2021-12-31,0.36,USD
RMD,Resmed Inc,2022-01-26,2021-12-31,1.53,USD
RMR,RMR Group Inc (The) - Class A,2022-01-31,2021-12-31,0.62,USD
RNDB,Randolph Bancorp Inc,2022-02-14,2021-12-31,0.55,USD
RNG,RingCentral Inc - Class A,2022-02-14,2021-12-31,0.37,USD
RNGR,Ranger Energy Services Inc - Class A,2022-02-23,2021-12-31,-0.07,USD
RNR,RenaissanceRe Holdings Ltd,2022-01-24,2021-12-31,4,USD
RNST,Renasant Corp,2022-01-24,2021-12-31,0.64,USD
RNWK,Realnetworks Inc,2022-02-08,2021-12-31,-0.12,USD
ROAD,Construction Partners Inc - Class A,2022-02-03,2021-12-31,0.1,USD
ROCK,Gibraltar Industries Inc,2022-02-23,2021-12-31,0.76,USD
ROG,Rogers Corp,2022-02-16,2021-12-31,1.79,USD
ROIC,Retail Opportunity Investments Corp,2022-02-21,2021-12-31,0.07,USD
ROK,Rockwell Automation Inc,2022-01-24,2021-12-31,1.91,USD
ROKU,Roku Inc - Class A,2022-02-16,2021-12-31,0.08,USD
ROL,Rollins Inc,2022-01-25,2021-12-31,0.15,USD
ROLL,RBC Bearings Inc,2022-01-27,2021-12-31,0.59,USD
ROOT,Root Inc - Class A,2022-02-23,2021-12-31,-0.47,USD
ROP,Roper Technologies Inc,2022-01-27,2021-12-31,3.66,USD
ROVR,Rover Group Inc - Class A,2022-02-16,2021-12-31,-0.01,USD
RP,RP,2022-02-08,2021-12-31,,USD
RPAI,Retail Properties of America Inc - Class A,2022-02-14,2021-12-31,,USD
RPD,Rapid7 Inc,2022-02-07,2021-12-31,-0.16,USD
RPM,RPM International Inc,2022-01-04,2021-11-30,0.83,USD
RPRX,Royalty Pharma plc - Class A,2022-02-15,2021-12-31,0.78,USD
RPT,RPT Realty,2022-02-15,2021-12-31,-0.01,USD
RRBI,Red River Bancshares Inc,2022-01-27,2021-12-31,1,USD
RRC,Range Resources Corp,2022-02-21,2021-12-31,1.05,USD
RRD,R.R. Donnelley & Sons Company,2022-02-21,2021-12-31,0.59,USD
RROTF,RROTF,2021-12-07,2021-10-31,,USD
RRR,Red Rock Resorts Inc - Class A,2022-02-07,2021-12-31,0.68,USD
RRX,Regal Rexnord Corp,2022-02-14,2021-12-31,2.12,USD
RS,Reliance Steel & Aluminum Company,2022-02-16,2021-12-31,5.15,USD
RSG,Republic Services Inc,2022-02-21,2021-12-31,1.01,USD
RSGUF,RSGUF,2022-02-01,2021-12-31,,USD
RSSS,Research Solutions Inc,2022-02-09,2021-12-31,-0.01,USD
RTLR,Rattler Midstream Lp,2022-02-22,2021-12-31,0.27,USD
RTMAF,RTMAF,2021-12-15,2021-10-31,,CAD
RTX,Raytheon Technologies Corporation,2022-01-24,2021-12-31,1.03,USD
RUBY,Rubius Therapeutics Inc,2022-02-21,2021-12-31,-0.59,USD
RUN,Sunrun Inc,2022-02-23,2021-12-31,0.02,USD
RUSHA,Rush Enterprises Inc - Class A,2022-02-08,2021-12-31,0.95,USD
RUSMF,RUSMF,2022-02-08,2021-12-31,1.07,CAD
RVLV,Revolve Group Inc - Class A,2022-02-22,2021-12-31,0.18,USD
RVNC,Revance Therapeutics Inc,2022-02-21,2021-12-31,-1.04,USD
RVSB,Riverview Bancorp Inc,2022-01-26,2021-12-31,0.24,USD
RWBYF,RWBYF,2021-11-29,2021-09-30,,USD
RWLK,Rewalk Robotics Ltd,2022-02-16,2021-12-31,-0.04,USD
RWT,Redwood Trust Inc,2022-02-08,2021-12-31,0.36,USD
RXT,Rackspace Technology Inc,2022-02-16,2021-12-31,0.24,USD
RY,Royal Bank Of Canada,2021-12-01,2021-10-31,2.22,USD
RY,Royal Bank Of Canada,2022-02-22,2022-01-31,,USD
RYAM,Rayonier Advanced Materials Inc,2022-02-22,2021-12-31,-0.11,USD
RYB,RYB Education Inc,2021-12-06,2021-09-30,-0.33,USD
RYFL,RYFL,2022-01-12,2021-12-31,,USD
RYI,Ryerson Holding Corp,2022-02-22,2021-12-31,2.16,USD
RYN,Rayonier Inc,2022-02-01,2021-12-31,-0.01,USD
RZLT,Rezolute Inc,2022-02-08,2021-12-31,-0.72,USD
S,SentinelOne Inc - Class A,2021-12-07,2021-10-31,-0.18,USD
SABR,Sabre Corp,2022-02-14,2021-12-31,-0.44,USD
SAFE,Safehold Inc,2022-02-09,2021-12-31,0.41,USD
SAFM,Sanderson Farms Inc,2021-12-15,2021-10-31,6.94,USD
SAFM,Sanderson Farms Inc,2022-02-23,2022-01-31,,USD
SAFT,Safety Insurance Group Inc,2022-02-22,2021-12-31,1.09,USD
SAGE,Sage Therapeutics Inc,2022-02-22,2021-12-31,-2.15,USD
SAH,Sonic Automotive Inc - Class A,2022-02-15,2021-12-31,1.79,USD
SAIA,Saia Inc,2022-02-07,2021-12-31,2.53,USD
SAIC,Science Applications International Corp,2021-12-06,2021-10-31,1.5,USD
SAIL,SailPoint Technologies Holdings Inc,2022-02-23,2021-12-31,-0.06,USD
SAL,Salisbury Bancorp Inc,2022-01-25,2021-12-31,1.31,USD
SAM,Boston Beer Co. Inc - Class A,2022-02-15,2021-12-31,-0.04,USD
SAMOD,SAMOD,2022-02-02,2021-12-31,,USD
SAMOF,SAMOF,2022-02-02,2021-12-31,,USD
SAND,Sandstorm Gold Ltd,2022-02-09,2021-12-31,0.05,USD
SANM,Sanmina Corp,2022-01-31,2021-12-31,0.95,USD
SANW,S&W Seed Company,2022-02-09,2021-12-31,-0.16,USD
SAPIF,SAPIF,2022-02-10,2021-12-31,0.33,CAD
SAR,Saratoga Investment Corp,2022-01-04,2021-11-30,0.54,USD
SARSF,SARSF,2021-12-29,2021-10-31,,USD
SASOF,SASOF,2022-02-21,2021-12-31,,USD
SASR,Sandy Spring Bancorp,2022-01-19,2021-12-31,1.09,USD
SATS,EchoStar Corp,2022-02-21,2021-12-31,0.39,USD
SAVE,Spirit Airlines Inc,2022-02-08,2021-12-31,-0.82,USD
SB,Safe Bulkers Inc,2022-02-14,2021-12-31,0.41,USD
SBAC,SBA Communications Corp - Class A,2022-02-23,2021-12-31,0.69,USD
SBCF,Seacoast Banking Corp Of Florida,2022-01-26,2021-12-31,0.52,USD
SBFG,SB Financial Group Inc,2022-01-26,2021-12-31,0.38,USD
SBGI,Sinclair Broadcast Group Inc - Class A,2022-02-23,2021-12-31,0.05,USD
SBH,Sally Beauty Holdings Inc,2022-02-02,2021-12-31,0.61,USD
SBKK,SBKK,2022-01-24,2021-12-31,,USD
SBLK,Star Bulk Carriers Corp,2022-02-15,2021-12-31,2.25,USD
SBNY,Signature Bank,2022-01-19,2021-12-31,3.93,USD
SBRA,Sabra Healthcare REIT Inc,2022-02-21,2021-12-31,0.16,USD
SBSI,Southside Bancshares Inc,2022-01-25,2021-12-31,0.76,USD
SBT,Sterling Bancorp Inc,2022-01-31,2021-12-31,0.1,USD
SBUX,Starbucks Corp,2022-01-24,2021-12-31,0.79,USD
SC,Santander Consumer USA Holdings Inc,2022-02-01,2021-12-31,1.69,USD
SCCO,Southern Copper Corporation,2022-01-24,2021-12-31,1.09,USD
SCHL,Scholastic Corp,2021-12-15,2021-11-30,,USD
SCHN,Schnitzer Steel Industries Inc - Class A,2022-01-05,2021-11-30,1.67,USD
SCHW,Charles Schwab Corp,2022-01-17,2021-12-31,0.84,USD
SCI,Service Corp International,2022-02-14,2021-12-31,0.9,USD
SCKT,Socket Mobile Inc,2022-02-22,2021-12-31,0.05,USD
SCL,Stepan Company,2022-02-16,2021-12-31,1.12,USD
SCND,SCND,2022-02-21,2021-12-31,,USD
SCR,Simcere Pharmaceutical Group Foreign,2022-01-11,2021-11-30,,USD
SCS,Steelcase Inc - Class A,2021-12-16,2021-11-30,0.09,USD
SCSC,Scansource Inc,2022-01-31,2021-12-31,0.85,USD
SCU,Sculptor Capital Management Inc - Class A,2022-02-09,2021-12-31,1.16,USD
SCWX,SecureWorks Corp - Class A,2021-12-02,2021-10-31,-0.06,USD
SCZC,SCZC,2022-01-25,2021-12-31,,USD
SEAC,Seachange International Inc,2021-12-08,2021-10-31,-0.06,USD
SEAS,SeaWorld Entertainment Inc,2022-02-23,2021-12-31,0.3,USD
SEB,Seaboard Corp,2022-02-14,2021-12-31,,USD
SECUF,SECUF,2021-12-06,2021-09-30,,USD
SECUF,SECUF,2022-02-14,2021-12-31,,USD
SECYF,SECYF,2022-02-23,2021-12-31,,USD
SEDG,Solaredge Technologies Inc,2022-02-14,2021-12-31,1.36,USD
SEE,Sealed Air Corp,2022-02-07,2021-12-31,1.13,USD
SEIC,SEI Investments Company,2022-01-25,2021-12-31,0.95,USD
SEM,Select Medical Holdings Corporation,2022-02-23,2021-12-31,0.45,USD
SENEA,Seneca Foods Corp - Class A,2022-02-01,2021-12-31,,USD
SEPOF,SEPOF,2022-01-25,2021-12-31,,CAD
SF,Stifel Financial Corp,2022-01-27,2021-12-31,1.81,USD
SFBC,Sound Financial Bancorp Inc,2022-01-26,2021-12-31,,USD
SFBS,ServisFirst Bancshares Inc,2022-01-24,2021-12-31,0.98,USD
SFDL,SFDL,2022-02-07,2021-12-31,,USD
SFIX,Stitch Fix Inc - Class A,2021-12-07,2021-10-31,-0.13,USD
SFL,SFL Corporation Ltd,2022-02-15,2021-12-31,0.37,USD
SFM,Sprouts Farmers Market Inc,2022-02-23,2021-12-31,0.3,USD
SFNC,Simmons First National Corp - Class A,2022-01-24,2021-12-31,0.39,USD
SFST,Southern First Bancshares Inc,2022-01-24,2021-12-31,1.19,USD
SFUN,Fang Holdings Ltd,2021-11-29,2021-09-30,,USD
SGEN,Seagen Inc,2022-02-09,2021-12-31,-0.82,USD
SGH,SMART Global Holdings Inc,2022-01-03,2021-11-30,2,USD
SGMA,Sigmatron International Inc,2021-12-08,2021-10-31,,USD
SGMLF,SGMLF,2021-12-01,2021-09-30,,USD
SGMO,Sangamo Therapeutics Inc,2022-02-22,2021-12-31,-0.34,USD
SGU,Star Group L.P.,2021-12-06,2021-09-30,,USD
SGU,Star Group L.P.,2022-02-01,2021-12-31,,USD
SHAK,Shake Shack Inc - Class A,2022-02-23,2021-12-31,-0.21,USD
SHBI,Shore Bancshares Inc,2022-01-26,2021-12-31,0.37,USD
SHEN,Shenandoah Telecommunications Company,2022-02-23,2021-12-31,0.05,USD
SHERF,SHERF,2022-02-08,2021-12-31,0.06,CAD
SHLX,Shell Midstream Partners L.P.,2022-02-17,2021-12-31,0.34,USD
SHO,Sunstone Hotel Investors Inc,2022-02-09,2021-12-31,-0.04,USD
SHOO,Steven Madden Ltd,2022-02-23,2021-12-31,0.72,USD
SHOP,Shopify Inc - Class A,2022-02-15,2021-12-31,1.77,USD
SHW,Sherwin-Williams Company,2022-01-26,2021-12-31,1.69,USD
SI,Silvergate Capital Corp - Class A,2022-01-18,2021-12-31,0.72,USD
SIFY,Sify Technologies Ltd,2022-01-26,2021-12-31,,INR
SIG,Signet Jewelers Ltd,2021-12-02,2021-11-30,0.72,USD
SIGI,Selective Insurance Group Inc,2022-01-26,2021-12-31,1.4,USD
SII,Sprott Inc,2022-02-24,2021-12-31,,USD
SILC,Silicom Ltd,2022-01-26,2021-12-31,0.57,USD
SIMO,Silicon Motion Technology Corp,2022-02-01,2021-12-31,1.74,USD
SIOX,Sio Gene Therapies Inc,2022-02-07,2021-12-31,-0.2,USD
SIRI,Sirius XM Holdings Inc,2022-01-31,2021-12-31,0.07,USD
SITC,SITE Centers Corp,2022-02-16,2021-12-31,0.05,USD
SITE,SiteOne Landscape Supply Inc,2022-02-22,2021-12-31,0.26,USD
SITM,SiTime Corp,2022-02-01,2021-12-31,1.09,USD
SIVB,SVB Financial Group,2022-01-20,2021-12-31,6.5,USD
SIX,Six Flags Entertainment Corp,2022-02-22,2021-12-31,-0.07,USD
SJI,South Jersey Industries Inc,2022-02-22,2021-12-31,0.55,USD
SJR,Shaw Communications Inc - Class B,2022-01-11,2021-11-30,0.3,CAD
SJW,SJW Group,2022-02-16,2021-12-31,0.46,USD
SKIL,Skillsoft Corp - Class A,2021-12-06,2021-09-30,-0.11,USD
SKKY,SKKY,2022-02-08,2022-01-31,,USD
SKT,Tanger Factory Outlet Centers Inc,2022-02-15,2021-12-31,0.14,USD
SKX,Skechers U S A Inc - Class A,2022-02-02,2021-12-31,0.32,USD
SKY,Skyline Champion Corp,2022-01-31,2021-12-31,0.74,USD
SKYW,Skywest Inc,2022-02-02,2021-12-31,0.04,USD
SLAB,Silicon Laboratories Inc,2022-02-01,2021-12-31,0.56,USD
SLB,Schlumberger Ltd,2022-01-20,2021-12-31,0.39,USD
SLBG,SLBG,2021-12-13,2021-10-31,,USD
SLCA,U.S. Silica Holdings Inc,2022-02-24,2021-12-31,-0.31,USD
SLCT,Select Bancorp Inc,2022-01-24,2021-12-31,,USD
SLF,Sun Life Financial Inc,2022-02-09,2021-12-31,1.21,USD
SLG,SL Green Realty Corp,2022-01-25,2021-12-31,-0.19,USD
SLGN,Silgan Holdings Inc,2022-01-24,2021-12-31,0.73,USD
SLM,SLM Corp,2022-01-25,2021-12-31,0.97,USD
SLP,Simulations Plus Inc,2022-01-10,2021-11-30,0.08,USD
SLQT,SelectQuote Inc,2022-02-07,2021-12-31,0.61,USD
SLRC,SLR Investment Corp,2022-02-22,2021-12-31,0.38,USD
SLTTF,SLTTF,2022-02-23,2021-12-31,,USD
SM,SM Energy Company,2022-02-15,2021-12-31,0.61,USD
SMAR,Smartsheet Inc - Class A,2021-12-02,2021-10-31,-0.1,USD
SMBK,SmartFinancial Inc,2022-01-17,2021-12-31,0.48,USD
SMCI,Super Micro Computer Inc,2022-01-31,2021-12-31,0.78,USD
SMDM,SMDM,2022-02-21,2021-12-31,,USD
SMED,Sharps Compliance Corp,2022-01-26,2021-12-31,0.07,USD
SMG,Scotts Miracle-Gro Company - Class A,2022-02-02,2021-12-31,-0.59,USD
SMMCF,SMMCF,2022-02-15,2021-12-31,,USD
SMMF,Summit Financial Group Inc,2022-01-31,2021-12-31,0.87,USD
SMP,Standard Motor Products Inc,2022-02-21,2021-12-31,0.66,USD
SMPL,Simply Good Foods Company,2022-01-04,2021-11-30,0.35,USD
SMTC,Semtech Corp,2021-12-01,2021-10-31,0.72,USD
SNA,Snap-on Inc,2022-02-02,2021-12-31,3.65,USD
SNAP,Snap Inc - Class A,2022-02-02,2021-12-31,0.1,USD
SNBR,Sleep Number Corp,2022-02-15,2021-12-31,1.6,USD
SNDR,Schneider National Inc - Class B,2022-02-01,2021-12-31,0.64,USD
SNEX,StoneX Group Inc,2021-11-29,2021-09-30,1.44,USD
SNEX,StoneX Group Inc,2022-02-07,2021-12-31,,USD
SNOA,Sonoma Pharmaceuticals Inc,2022-02-14,2021-12-31,,USD
SNOW,Snowflake Inc - Class A,2021-12-01,2021-10-31,-0.06,USD
SNPS,Synopsys Inc,2021-12-01,2021-10-31,1.78,USD
SNPS,Synopsys Inc,2022-02-15,2022-01-31,,USD
SNR,SNR,2022-02-23,2021-12-31,,USD
SNV,Synovus Financial Corp,2022-01-24,2021-12-31,1.1,USD
SNX,TD Synnex Corp,2022-01-10,2021-11-30,2.64,USD
SO,Southern Company,2022-02-16,2021-12-31,0.33,USD
SOGO,SOGO,2022-02-02,2021-12-31,,USD
SOHU,Sohu.com Ltd,2022-02-02,2021-12-31,,USD
SOI,Solaris Oilfield Infrastructure Inc - Class A,2022-02-21,2021-12-31,-0.02,USD
SOL,Renesola,2021-12-07,2021-09-30,0.04,USD
SOMC,SOMC,2022-02-10,2021-12-31,,USD
SON,Sonoco Products Company,2022-02-09,2021-12-31,0.87,USD
SONN,Sonnet BioTherapeutics Holdings Inc,2021-12-15,2021-09-30,-0.16,USD
SONN,Sonnet BioTherapeutics Holdings Inc,2022-02-14,2021-12-31,,USD
SONO,Sonos Inc,2022-02-08,2021-12-31,0.92,USD
SOTK,Sono-Tek Corp,2022-01-10,2021-11-30,0.02,USD
SP,SP Plus Corp,2022-02-15,2021-12-31,0.53,USD
SPB,Spectrum Brands Holdings Inc,2022-02-03,2021-12-31,0.51,USD
SPCE,Virgin Galactic Holdings Inc - Class A,2022-02-23,2021-12-31,-0.34,USD
SPFI,South Plains Financial Inc,2022-01-25,2021-12-31,0.68,USD
SPG,Simon Property Group Inc,2022-02-07,2021-12-31,1.39,USD
SPGI,S&P Global Inc,2022-02-07,2021-12-31,3.09,USD
SPGYF,SPGYF,2022-02-24,2021-12-31,,USD
SPH,Suburban Propane Partners LP,2022-02-02,2021-12-31,0.73,USD
SPLK,Splunk Inc,2021-12-01,2021-10-31,-0.5,USD
SPLP,Steel Partners Holdings LP,2022-02-14,2021-12-31,,USD
SPNS,Sapiens International Corp NV,2022-02-23,2021-12-31,0.3,USD
SPNT,SiriusPoint Ltd,2022-02-21,2021-12-31,0.14,USD
SPOK,Spok Holdings Inc,2022-02-15,2021-12-31,,USD
SPOT,Spotify Technology S.A.,2022-02-01,2021-12-31,-0.47,USD
SPR,Spirit Aerosystems Holdings Inc - Class A,2022-02-21,2021-12-31,-0.61,USD
SPRS,SPRS,2022-02-24,2021-11-30,,USD
SPRWF,SPRWF,2022-02-09,2021-12-31,,USD
SPSC,SPS Commerce Inc,2022-02-09,2021-12-31,0.42,USD
SPT,Sprout Social Inc Class A,2022-02-21,2021-12-31,-0.07,USD
SPTN,SpartanNash Company,2022-02-22,2021-12-31,0.25,USD
SPWR,Sunpower Corp,2022-02-15,2021-12-31,0.12,USD
SPXC,SPX Corp,2022-02-21,2021-12-31,0.84,USD
SQ,Square Inc - Class A,2022-02-21,2021-12-31,0.26,USD
SQIDF,SQIDF,2022-01-25,2021-12-31,,USD
SQNS,Sequans Communications S.A,2022-02-07,2021-12-31,-0.15,USD
SR,Spire Inc,2022-02-02,2021-12-31,1.35,USD
SRC,Spirit Realty Capital Inc,2022-02-17,2021-12-31,0.36,USD
SRCE,1st Source Corp,2022-01-20,2021-12-31,1.14,USD
SRCL,Stericycle Inc,2022-02-23,2021-12-31,0.5,USD
SRDX,Surmodics Inc,2022-02-07,2021-12-31,-0.31,USD
SRE,Sempra Energy,2022-02-23,2021-12-31,1.95,USD
SREV,ServiceSource International Inc,2022-02-22,2021-12-31,,USD
SRHIF,SRHIF,2021-11-29,2021-09-30,,USD
SRI,Stoneridge Inc,2022-02-22,2021-12-31,-0.24,USD
SRNN,SRNN,2022-02-03,2021-12-31,,USD
SRRTF,SRRTF,2022-02-22,2021-12-31,,USD
SRTS,Sensus Healthcare Inc,2022-02-23,2021-12-31,0.06,USD
SRUTF,SRUTF,2022-01-27,2021-11-30,,USD
SRYB,SRYB,2022-02-22,2021-12-31,,USD
SSB,SouthState Corporation,2022-01-25,2021-12-31,1.52,USD
SSBI,Summit State Bank,2022-01-24,2021-12-31,,USD
SSD,Simpson Manufacturing Co. Inc,2022-02-07,2021-12-31,0.95,USD
SSNC,SS&C Technologies Holdings Inc,2022-02-08,2021-12-31,1.23,USD
SSP,E.W. Scripps Co. - Class A,2022-02-24,2021-12-31,0.55,USD
SSRM,SSR Mining Inc,2022-02-15,2021-12-31,0.41,USD
SSTI,ShotSpotter Inc,2022-02-23,2021-12-31,0.04,USD
SSTK,Shutterstock Inc,2022-02-09,2021-12-31,0.48,USD
SSY,Sunlink Health Systems Inc,2022-02-14,2021-12-31,,USD
ST,Sensata Technologies Holding Plc,2022-01-31,2021-12-31,0.8,USD
STAA,Staar Surgical Company,2022-02-22,2022-01-31,0.1,USD
STAG,STAG Industrial Inc,2022-02-08,2021-12-31,0.15,USD
STAR,iStar Inc,2022-02-21,2021-12-31,0.16,USD
STAY,STAY,2022-02-23,2021-12-31,,USD
STBA,S & T Bancorp Inc,2022-01-26,2021-12-31,0.63,USD
STC,Stewart Information Services Corp,2022-02-08,2021-12-31,1.91,USD
STCN,Steel Connect Inc,2021-12-09,2021-10-31,,USD
STE,Steris Plc,2022-01-31,2021-12-31,1.96,USD
STEP,StepStone Group Inc - Class A,2022-02-07,2021-12-31,0.34,USD
STFC,State Auto Financial Corp,2022-02-16,2021-12-31,0.46,USD
STGYF,STGYF,2022-02-01,2021-12-31,,USD
STL,Sterling Bancorp.,2022-01-18,2021-12-31,0.51,USD
STLD,Steel Dynamics Inc,2022-01-24,2021-12-31,5.63,USD
STMH,STMH,2021-11-29,2021-09-30,-0.06,USD
STMP,STMP,2022-02-15,2021-12-31,,USD
STN,Stantec Inc,2022-02-23,2021-12-31,0.45,USD
STNG,Scorpio Tankers Inc,2022-02-16,2021-12-31,-0.6,USD
STOR,Store Capital Corp,2022-02-23,2021-12-31,0.25,USD
STRA,Strategic Education Inc,2022-02-24,2021-12-31,0.95,USD
STRM,Streamline Health Solutions Inc,2021-12-06,2021-10-31,-0.04,USD
STRT,Strattec Security Corp,2022-01-26,2021-12-31,,USD
STT,State Street Corp,2022-01-17,2021-12-31,1.88,USD
STWD,Starwood Property Trust Inc,2022-02-23,2021-12-31,0.52,USD
STX,Seagate Technology Holdings Plc,2022-01-17,2021-10-31,2.36,USD
STXB,Spirit of Texas Bancshares Inc,2022-01-24,2021-12-31,0.55,USD
STXS,Stereotaxis Inc,2022-02-23,2021-12-31,-0.04,USD
STZ,Constellation Brands Inc - Class A,2021-12-01,2021-11-30,2.85,USD
STZHF,STZHF,2022-02-15,2021-12-31,,USD
SU,Suncor Energy Inc,2022-02-09,2021-12-31,0.87,USD
SUI,Sun Communities Inc,2022-02-15,2021-12-31,0.25,USD
SUM,Summit Materials Inc - Class A,2022-02-21,2021-12-31,0.26,USD
SUMO,Sumo Logic Inc,2021-12-06,2021-10-31,-0.14,USD
SUMXF,SUMXF,2022-02-23,2021-12-31,,USD
SUN,Sunoco LP,2022-02-15,2021-12-31,1.08,USD
SUNS,SLR Senior Investment Corp,2022-02-22,2021-12-31,0.29,USD
SUPN,Supernus Pharmaceuticals Inc,2022-02-23,2021-12-31,0.28,USD
SUUIF,SUUIF,2022-02-16,2021-12-31,,USD
SVA,Sinovac Biotech Ltd,2021-12-06,2021-09-30,,USD
SVAUF,SVAUF,2022-02-23,2021-12-31,,USD
SVBI,Severn Bancorp Inc,2022-01-31,2021-12-31,,USD
SVC,Service Properties Trust,2022-02-24,2021-12-31,-0.54,USD
SVIN,SVIN,2022-01-18,2021-12-31,,USD
SVM,Silvercorp Metals Inc,2022-02-02,2021-12-31,0.08,USD
SWAV,ShockWave Medical Inc,2022-02-15,2021-12-31,0.08,USD
SWBI,Smith & Wesson Brands Inc,2021-12-02,2021-10-31,1.32,USD
SWI,SolarWinds Corp,2022-02-23,2021-12-31,0.26,USD
SWIR,Sierra Wireless Inc,2022-02-21,2021-12-31,,USD
SWK,Stanley Black & Decker Inc,2022-01-26,2021-12-31,2.03,USD
SWKS,Skyworks Solutions Inc,2022-01-26,2021-12-31,3.12,USD
SWM,Schweitzer-Mauduit International Inc,2022-02-16,2021-12-31,0.28,USD
SWN,Southwestern Energy Company,2022-02-23,2021-12-31,0.32,USD
SWTX,SpringWorks Therapeutics Inc,2022-02-23,2021-12-31,-0.88,USD
SWX,Southwest Gas Holdings Inc,2022-02-23,2021-12-31,1.58,USD
SXC,SunCoke Energy Inc,2022-02-02,2021-12-31,0.22,USD
SXI,Standex International Corp,2022-02-02,2021-12-31,1.36,USD
SXT,Sensient Technologies Corp,2022-02-10,2021-12-31,0.74,USD
SYBT,Stock Yards Bancorp Inc,2022-01-25,2021-12-31,0.43,USD
SYF,Synchrony Financial,2022-01-27,2021-12-31,1.48,USD
