symbol,name,reportDate,fiscalDateEnding,estimate,currency
BELFA,Bel Fuse Inc - Class A,2022-02-16,2021-12-31,,USD
BEN,Franklin Resources Inc,2022-01-31,2021-12-31,0.89,USD
BERY,Berry Global Group Inc,2022-02-03,2021-12-31,1.27,USD
BFAM,Bright Horizons Family Solutions Inc,2022-02-15,2021-12-31,0.63,USD
BFC,Bank First Corp,2022-01-17,2021-12-31,1.45,USD
BFIN,Bankfinancial Corp,2022-01-31,2021-12-31,0.14,USD
BFS,Saul Centers Inc,2022-02-23,2021-12-31,,USD
BFST,Business First Bancshares Inc,2022-01-24,2021-12-31,0.51,USD
BG,Bunge Ltd,2022-02-08,2021-12-31,2.6,USD
BGCP,BGC Partners Inc - Class A,2022-02-22,2021-12-31,0.15,USD
BHC,Bausch Health Companies Inc,2022-02-22,2021-12-31,1.12,USD
BHE,Benchmark Electronics Inc,2022-02-02,2021-12-31,0.41,USD
BHF,Brighthouse Financial Inc,2022-02-08,2021-12-31,3.12,USD
BHLB,Berkshire Hills Bancorp Inc,2022-01-24,2021-12-31,0.42,USD
BHR,Braemar Hotels & Resorts Inc,2022-02-23,2021-12-31,-0.2,USD
BIDU,Baidu Inc,2022-02-15,2021-12-31,1.56,CNY
BIG,Big Lots Inc,2021-12-03,2021-10-31,-0.16,USD
BIGC,BigCommerce Holdings Inc Series 1,2022-02-21,2021-12-31,-0.12,USD
BIIAF,BIIAF,2022-02-10,2021-12-31,,CAD
BIIB,Biogen Inc,2022-02-01,2021-12-31,3.33,USD
BILI,Bilibili Inc,2022-02-22,2021-12-31,-0.6,USD
BILL,Bill.com Holdings Inc,2022-02-02,2021-12-31,-0.18,USD
BILZF,BILZF,2021-11-29,2021-09-30,,USD
BILZF,BILZF,2022-01-17,2021-12-31,,USD
BIO,Bio-Rad Laboratories Inc - Class A,2022-02-09,2021-12-31,2.89,USD
BIOQ,BIOQ,2022-01-20,2021-11-30,,USD
BIOX,Bioceres Crop Solutions Corp,2022-02-09,2021-12-31,0.04,USD
BIP,Brookfield Infrastructure Partners L.P,2022-02-01,2021-12-31,0.16,USD
BIPC,Brookfield Infrastructure Corp - Class A (Subordinate Share),2022-02-11,2021-12-31,,USD
BIREF,BIREF,2022-02-08,2021-12-31,,USD
BJRI,BJ`s Restaurant Inc,2022-02-09,2022-01-31,-0.16,USD
BK,Bank Of New York Mellon Corp,2022-01-18,2021-12-31,0.99,USD
BKD,Brookdale Senior Living Inc,2022-02-22,2021-12-31,-0.43,USD
BKH,Black Hills Corporation,2022-02-07,2021-12-31,1.31,USD
BKI,Black Knight Inc - Class A,2022-02-14,2021-12-31,0.62,USD
BKNG,Booking Holdings Inc,2022-02-22,2021-12-31,13.8,USD
BKOR,BKOR,2022-02-01,2021-12-31,,USD
BKR,Baker Hughes Co - Class A,2022-01-20,2021-12-31,0.28,USD
BKRRF,BKRRF,2021-11-29,2021-10-31,,USD
BKSC,Bank Of South Carolina Corp,2022-01-12,2021-12-31,,USD
BKU,BankUnited Inc,2022-01-19,2021-12-31,0.92,USD
BL,BlackLine Inc,2022-02-09,2021-12-31,0.1,USD
BLBD,Blue Bird Corp,2021-12-14,2021-09-30,0.18,USD
BLBD,Blue Bird Corp,2022-02-08,2021-12-31,,USD
BLD,TopBuild Corp,2022-02-21,2021-12-31,2.93,USD
BLDE,Blade Air Mobility Inc - Class A,2021-12-20,2021-09-30,-0.12,USD
BLDR,Builders Firstsource Inc,2022-02-24,2021-12-31,1.84,USD
BLI,Berkeley Lights Inc,2022-02-23,2021-12-31,-0.25,USD
BLIN,Bridgeline Digital Inc,2021-12-21,2021-09-30,,USD
BLIN,Bridgeline Digital Inc,2022-02-09,2021-12-31,,USD
BLK,Blackrock Inc,2022-01-12,2021-12-31,10.01,USD
BLKB,Blackbaud Inc,2022-02-07,2021-12-31,0.69,USD
BLKLF,BLKLF,2022-01-26,2021-10-31,,USD
BLL,Ball Corp,2022-02-02,2021-12-31,0.9,USD
BLMN,Bloomin Brands Inc,2022-02-16,2021-12-31,0.54,USD
BLU,Bellus Health Inc,2022-02-23,2021-12-31,-0.26,USD
BLUE,Bluebird bio Inc,2022-02-21,2021-12-31,-1.9,USD
BLX,Banco Latinoamericano De Comercio Exterior SA - Class E,2022-02-10,2021-12-31,0.44,USD
BMI,Badger Meter Inc,2022-01-27,2021-12-31,0.47,USD
BMO,Bank of Montreal,2021-12-03,2021-10-31,2.53,USD
BMO,Bank of Montreal,2022-02-21,2022-01-31,,USD
BMRA,Biomerica Inc,2022-01-13,2021-11-30,-0.08,USD
BMRC,Bank of Marin Bancorp,2022-01-24,2021-12-31,0.56,USD
BMRN,Biomarin Pharmaceutical Inc,2022-02-23,2021-12-31,-0.32,USD
BMTC,Bryn Mawr Bank Corp,2022-01-19,2021-12-31,0.67,USD
BMY,Bristol-Myers Squibb Company,2022-02-04,2021-12-31,1.83,USD
BNCC,BNCC,2022-01-27,2021-12-31,,USD
BNED,Barnes & Noble Education Inc,2021-11-30,2021-10-31,0.58,USD
BNKL,BNKL,2022-02-09,2021-12-31,,USD
BNL,Broadstone Net Lease Inc,2022-02-22,2021-12-31,0.14,USD
BNS,Bank Of Nova Scotia,2021-11-30,2021-10-31,1.5,USD
BNS,Bank Of Nova Scotia,2022-02-21,2022-01-31,,USD
BOCH,BOCH,2022-01-20,2021-12-31,,USD
BOH,Bank of Hawaii Corp,2022-01-24,2021-12-31,1.37,USD
BOKF,BOK Financial Corp,2022-01-18,2021-12-31,1.81,USD
BOOM,DMC Global Inc,2022-02-16,2021-12-31,0.02,USD
BOOT,Boot Barn Holdings Inc,2022-01-24,2021-12-31,1.77,USD
BORT,BORT,2022-01-26,2021-12-31,,USD
BOSC,B.O.S. Better Online Solutions,2021-11-30,2021-09-30,,USD
BOTJ,Bank of James Financial Group Inc,2022-01-20,2021-12-31,,USD
BOWFF,BOWFF,2022-02-23,2021-12-31,,CAD
BOX,Box Inc - Class A,2021-11-30,2021-10-31,0.21,USD
BPFH,BPFH,2022-01-19,2021-12-31,,USD
BPMC,Blueprint Medicines Corp,2022-02-15,2021-12-31,-0.8,USD
BPOP,Popular Inc,2022-01-26,2021-12-31,2.25,USD
BPRN,Bank of Princeton,2022-01-26,2021-12-31,0.84,USD
BPY,Brookfield Property Partners L.P.,2022-01-31,2021-12-31,,USD
BPYU,BPYU,2022-01-31,2021-12-31,,USD
BQ,Boqii Holding Ltd,2021-11-30,2021-09-30,-0.07,CNY
BR,Broadridge Financial Solutions Inc,2022-01-31,2021-12-31,0.84,USD
BRBR,Bellring Brands Inc - Class A,2022-02-02,2021-12-31,0.23,USD
BRBS,Blue Ridge Bankshares Inc (VA),2022-01-27,2021-12-31,,USD
BRBW,BRBW,2022-01-12,2021-12-31,,USD
BRC,Brady Corp - Class A,2022-02-16,2022-01-31,0.71,USD
BRCN,Burcon Nutrascience Corp,2022-02-14,2021-12-31,,CAD
BRG,Bluerock Residential Growth REIT Inc - Class A,2022-02-09,2021-12-31,-0.58,USD
BRKL,Brookline Bancorp Inc,2022-01-25,2021-12-31,0.33,USD
BRKR,Bruker Corp,2022-02-14,2021-12-31,0.58,USD
BRKS,Brooks Automation Inc,2022-01-31,2021-12-31,0.08,USD
BRLXF,BRLXF,2022-02-23,2021-12-31,,USD
BRMK,Broadmark Realty Capital Inc,2022-02-23,2021-12-31,0.2,USD
BRO,Brown & Brown Inc,2022-01-24,2021-12-31,0.39,USD
BRRE,BRRE,2022-01-27,2021-10-31,,USD
BRSP,BrightSpire Capital Inc - Class A,2022-02-22,2021-12-31,0.23,USD
BRX,Brixmor Property Group Inc,2022-02-07,2021-12-31,0.17,USD
BRY,Berry Corp,2022-02-21,2021-12-31,0.18,USD
BSBK,Bogota Financial Corp,2022-02-03,2021-12-31,0.09,USD
BSET,Bassett Furniture Industries Inc,2022-01-19,2021-11-30,0.47,USD
BSIG,BrightSphere Investment Group Inc,2022-02-02,2021-12-31,0.36,USD
BSM,Black Stone Minerals L.P.,2022-02-21,2021-12-31,0.16,USD
BSRR,Sierra Bancorp,2022-01-24,2021-12-31,0.66,USD
BSVN,Bank7 Corp,2022-01-27,2021-12-31,0.66,USD
BSX,Boston Scientific Corp,2022-02-01,2021-12-31,0.44,USD
BTCY,Biotricity Inc,2022-02-09,2021-12-31,-0.1,USD
BTEGF,BTEGF,2022-02-22,2021-12-31,0.06,CAD
BTG,B2gold Corp,2022-02-21,2021-12-31,0.12,USD
BTU,Peabody Energy Corp New,2022-02-02,2021-12-31,1.25,USD
BUROF,BUROF,2022-02-14,2021-12-31,,CAD
BUSE,First Busey Corp,2022-01-24,2021-12-31,0.55,USD
BV,BrightView Holdings Inc,2022-02-02,2021-12-31,0.11,USD
BWA,BorgWarner Inc,2022-02-09,2021-12-31,0.72,USD
BWB,Bridgewater Bancshares Inc,2022-01-26,2021-12-31,0.39,USD
BWEN,Broadwind Inc,2022-02-23,2021-12-31,-0.19,USD
BWFG,Bankwell Financial Group Inc,2022-01-25,2021-12-31,0.86,USD
BWLKF,BWLKF,2022-02-24,2021-12-31,,USD
BWMX,Betterware de Mexico S.A.B. de C.V.,2022-02-17,2021-12-31,0.65,USD
BWXT,BWX Technologies Inc,2022-02-21,2021-12-31,0.94,USD
BX,Blackstone Inc,2022-01-25,2021-12-31,1.31,USD
BXMT,Blackstone Mortgage Trust Inc - Class A,2022-02-08,2021-12-31,0.62,USD
BXP,Boston Properties Inc,2022-01-24,2021-12-31,0.53,USD
BXRX,Baudax Bio Inc,2022-02-14,2021-12-31,-0.15,USD
BXS,BXS,2022-01-24,2021-12-31,,USD
BY,Byline Bancorp Inc,2022-01-26,2021-12-31,0.56,USD
BYD,Boyd Gaming Corp,2022-02-14,2021-12-31,1.26,USD
BYND,Beyond Meat Inc,2022-02-23,2021-12-31,-0.67,USD
BYRN,Byrna Technologies Inc,2022-02-24,2021-11-30,,USD
BZH,Beazer Homes USA Inc,2022-01-26,2021-12-31,0.67,USD
BZUN,Baozun Inc,2021-11-30,2021-09-30,0.01,USD
C,Citigroup Inc,2022-01-14,2021-12-31,1.86,USD
CABO,Cable One Inc,2022-02-23,2021-12-31,11.77,USD
CAC,Camden National Corp,2022-01-24,2021-12-31,1.04,USD
CACC,Credit Acceptance Corp,2022-01-31,2021-12-31,12.69,USD
CACI,Caci International Inc,2022-01-25,2021-12-31,3.94,USD
CADE,Cadence Bancorporation - Class A,2022-01-24,2021-12-31,-0.4,USD
CADMF,CADMF,2021-12-21,2021-09-30,,CAD
CADNF,CADNF,2022-02-23,2021-12-31,,USD
CAE,Cae Inc,2022-02-11,2021-12-31,0.15,USD
CAG,Conagra Brands Inc,2022-01-05,2021-11-30,0.68,USD
CAGDF,CAGDF,2022-02-22,2021-12-31,,USD
CAH,Cardinal Health Inc,2022-02-03,2021-12-31,1.35,USD
CAI,Cai International Inc,2022-02-14,2021-12-31,2.55,USD
CAKE,Cheesecake Factory Inc,2022-02-15,2022-01-31,0.61,USD
CALB,California Bancorp,2022-01-26,2021-12-31,0.46,USD
CALM,Cal-Maine Foods Inc,2022-01-03,2021-11-30,0.27,USD
CALX,Calix Inc,2022-01-25,2021-12-31,0.24,USD
CAMP,Calamp Corp,2021-12-21,2021-11-30,0.08,USD
CAMT,Camtek Ltd,2022-02-07,2021-12-31,0.43,USD
CANWF,CANWF,2021-11-29,2021-09-30,,USD
CAR,Avis Budget Group Inc,2022-02-14,2021-12-31,4.49,USD
CARA,Cara Therapeutics Inc,2022-02-23,2021-12-31,-0.52,USD
CARG,CarGurus Inc - Class A,2022-02-09,2021-12-31,0.3,USD
CARR,Carrier Global Corp,2022-02-07,2021-12-31,0.39,USD
CARS,Cars.com,2022-02-23,2021-12-31,0.43,USD
CASA,Casa Systems Inc,2022-02-16,2021-12-31,0.05,USD
CASH,Meta Financial Group Inc,2022-01-25,2021-12-31,0.72,USD
CASS,Cass Information Systems Inc,2022-01-26,2021-12-31,,USD
CASY,Casey`s General Stores Inc,2021-12-07,2021-10-31,2.79,USD
CAT,Caterpillar Inc,2022-01-27,2021-12-31,2.28,USD
CATC,Cambridge Bancorp,2022-01-24,2021-12-31,1.91,USD
CATY,Cathay General Bancorp,2022-01-25,2021-12-31,0.91,USD
CB,Chubb Ltd,2022-01-31,2021-12-31,3.44,USD
CBAN,Colony Bankcorp Inc,2022-01-20,2021-12-31,0.46,USD
CBB,CBB,2022-02-16,2021-12-31,,USD
CBFV,CB Financial Services Inc,2022-01-26,2021-12-31,0.76,USD
CBGZF,CBGZF,2021-11-29,2021-09-30,,USD
CBGZF,CBGZF,2022-02-22,2021-12-31,,USD
CBKM,CBKM,2022-01-18,2021-12-31,,USD
CBNK,Capital Bancorp Inc,2022-01-25,2021-12-31,0.67,USD
CBOE,Cboe Global Markets Inc,2022-02-03,2021-12-31,1.43,USD
CBRE,CBRE Group Inc - Class A,2022-02-21,2021-12-31,1.74,USD
CBRL,Cracker Barrel Old Country Store Inc,2022-02-21,2021-11-30,1.55,USD
CBSH,Commerce Bancshares Inc,2022-01-18,2021-12-31,0.96,USD
CBT,Cabot Corp,2022-01-31,2021-12-31,1.08,USD
CBTX,CBTX Inc,2022-01-25,2021-12-31,0.33,USD
CBU,Community Bank System Inc,2022-01-24,2021-12-31,0.81,USD
CBWBF,CBWBF,2021-12-03,2021-10-31,,USD
CBWBF,CBWBF,2022-02-24,2022-01-31,,USD
CBYDF,CBYDF,2022-02-09,2021-12-31,,CAD
CBZ,Cbiz Inc,2022-02-16,2021-12-31,-0.08,USD
CC,Chemours Company,2022-02-09,2021-12-31,0.93,USD
CCAP,Crescent Capital BDC Inc,2022-02-21,2021-12-31,0.41,USD
CCB,Coastal Financial Corp,2022-01-25,2021-12-31,0.54,USD
CCBC,CCBC,2022-01-20,2021-12-31,,USD
CCBG,Capital City Bank Group Inc,2022-01-24,2021-12-31,0.46,USD
CCDBF,CCDBF,2022-02-25,2021-12-31,,USD
CCEL,Cryo-Cell International Inc,2022-02-22,2021-11-30,,USD
CCF,Chase Corp,2022-01-05,2021-11-30,,USD
CCI,Crown Castle International Corp,2022-01-25,2021-12-31,0.77,USD
CCJ,Cameco Corp,2022-02-09,2021-12-31,-0.02,USD
CCK,Crown Holdings Inc,2022-02-07,2021-12-31,1.54,USD
CCL,Carnival Corp (Paired Stock),2022-01-10,2021-11-30,-1.42,USD
CCLP,CSI Compressco LP,2022-02-22,2021-12-31,,USD
CCMP,CMC Materials Inc,2022-02-01,2021-12-31,1.76,USD
CCNB,CCNB,2022-02-15,2021-12-31,,USD
CCNE,CNB Financial Corp (PA),2022-01-24,2021-12-31,0.79,USD
CCO,Clear Channel Outdoor Holdings Inc,2022-02-23,2021-12-31,0.03,USD
CCOI,Cogent Communications Holdings Inc,2022-02-23,2021-12-31,0.21,USD
CCORF,CCORF,2022-02-02,2021-12-31,,USD
CCRN,Cross Country Healthcares Inc,2022-02-22,2021-12-31,1.1,USD
CCS,Century Communities Inc,2022-02-02,2021-12-31,4.07,USD
CDAY,Ceridian HCM Holding Inc,2022-02-07,2021-12-31,0.03,USD
CDE,Coeur Mining Inc,2022-02-15,2021-12-31,0.02,USD
CDEV,Centennial Resource Development Inc - Class A,2022-02-21,2021-12-31,0.28,USD
CDK,CDK Global Inc,2022-02-07,2021-12-31,0.64,USD
CDMO,Avid Bioservices Inc,2021-11-30,2021-10-31,0.02,USD
CDNA,Caredx Inc,2022-02-22,2021-12-31,0.02,USD
CDNAF,CDNAF,2022-02-16,2021-12-31,,USD
CDNS,Cadence Design Systems Inc,2022-02-21,2021-12-31,0.76,USD
CDPYF,CDPYF,2022-02-22,2021-12-31,,USD
CDR,Cedar Realty Trust Inc,2022-02-02,2021-12-31,-0.04,USD
CDTX,Cidara Therapeutics Inc,2022-02-23,2021-12-31,-0.35,USD
CDUAF,CDUAF,2022-02-23,2021-12-31,,USD
CDW,CDW Corp,2022-02-08,2021-12-31,1.88,USD
CDXS,Codexis Inc,2022-02-23,2021-12-31,-0.22,USD
CE,Celanese Corp - Series A,2022-01-26,2021-12-31,5.02,USD
CEFC,CEFC,2022-01-26,2021-12-31,,USD
CEIX,Consol Energy Inc,2022-02-07,2021-12-31,1.12,USD
CELC,Celcuity Inc,2022-02-14,2021-12-31,-0.38,USD
CENT,Central Garden & Pet Company,2022-02-01,2021-12-31,0.16,USD
CENX,Century Aluminum Company,2022-02-16,2021-12-31,0.14,USD
CEQP,Crestwood Equity Partners LP,2022-02-21,2021-12-31,0.37,USD
CERGF,CERGF,2022-02-10,2021-12-31,,USD
CERN,Cerner Corp,2022-02-08,2021-12-31,0.88,USD
CERS,Cerus Corp,2022-02-23,2021-12-31,-0.08,USD
CETX,Cemtrex Inc,2022-01-03,2021-12-31,,USD
CEVA,Ceva Inc,2022-02-14,2021-12-31,0.19,USD
CF,CF Industries Holdings Inc,2022-02-15,2021-12-31,2.28,USD
CFB,Crossfirst Bankshares Inc,2022-01-26,2021-12-31,0.33,USD
CFBK,CF Bankshares Inc,2022-01-31,2021-12-31,0.71,USD
CFFI,C & F Financial Corp,2022-01-25,2021-12-31,,USD
CFFN,Capitol Federal Financial,2022-01-26,2021-10-31,0.13,USD
CFG,Citizens Financial Group Inc,2022-01-19,2021-12-31,1.12,USD
CFPUF,CFPUF,2022-02-22,2021-12-31,,USD
CFPZF,CFPZF,2022-02-22,2021-12-31,,USD
CFR,Cullen Frost Bankers Inc,2022-01-26,2021-12-31,1.34,USD
CFX,Colfax Corp,2022-02-16,2021-12-31,0.58,USD
CG,Carlyle Group Inc (The),2022-02-02,2021-12-31,1.12,USD
CGAU,Centerra Gold Inc,2022-02-22,2021-12-31,0.15,USD
CGBD,TCG BDC Inc,2022-02-21,2021-12-31,0.39,USD
CGC,Canopy Growth Corporation,2022-02-09,2021-12-31,-0.23,USD
CGEAF,CGEAF,2022-01-12,2021-11-30,,USD
CGECF,CGECF,2022-01-12,2021-11-30,,USD
CGEN,Compugen Ltd,2022-02-23,2021-12-31,-0.13,USD
CGNX,Cognex Corp,2022-02-09,2021-12-31,0.25,USD
CGRN,Capstone Green Energy Corp,2022-02-07,2021-12-31,-0.1,USD
CHCO,City Holding Company,2022-01-24,2021-12-31,1.33,USD
CHCT,Community Healthcare Trust Inc,2022-02-14,2021-12-31,0.25,USD
CHD,Church & Dwight Co. Inc,2022-01-27,2021-12-31,0.61,USD
CHDN,Churchill Downs Inc,2022-02-22,2021-12-31,1.22,USD
CHE,Chemed Corp,2022-02-21,2021-12-31,5.08,USD
CHEF,Chefs` Warehouse Inc,2022-02-08,2021-12-31,0.2,USD
CHGG,Chegg Inc,2022-02-07,2021-12-31,0.31,USD
CHH,Choice Hotels International Inc,2022-02-15,2021-12-31,0.82,USD
CHK,Chesapeake Energy Corp - New,2022-02-24,2021-12-31,2.86,USD
CHKP,Check Point Software Technolgies,2022-02-01,2021-12-31,2.14,USD
CHMG,Chemung Financial Corp,2022-01-20,2021-12-31,1.26,USD
CHNG,Change Healthcare Inc,2022-02-01,2021-12-31,0.36,USD
CHPT,ChargePoint Holdings Inc - Class A,2021-12-07,2021-09-30,-0.13,USD
CHRRF,CHRRF,2022-02-16,2021-12-31,,USD
CHRS,Coherus Biosciences Inc,2022-02-22,2021-12-31,-0.44,USD
CHRW,C.H. Robinson Worldwide Inc,2022-01-24,2021-12-31,1.78,USD
CHS,Chico`s Fas Inc,2021-11-30,2021-08-31,-0.02,USD
CHSCP,CHS Inc,2022-01-04,2021-11-30,,USD
CHTR,Charter Communications Inc - Class A,2022-01-27,2021-12-31,6.96,USD
CHWY,Chewy Inc - Class A,2021-12-09,2021-11-30,-0.04,USD
CHX,ChampionX Corporation,2022-02-21,2021-12-31,0.25,USD
CI,Cigna Corp,2022-02-02,2021-12-31,4.71,USD
CIBH,CIBH,2022-01-20,2021-12-31,,USD
CIEN,CIENA Corp,2021-12-09,2021-10-31,0.86,USD
CIGI,Colliers International Group Inc,2022-02-09,2021-12-31,1.81,USD
CIM,Chimera Investment Corp,2022-02-08,2021-12-31,0.39,USD
CINF,Cincinnati Financial Corp,2022-02-08,2021-12-31,1.43,USD
CIO,City Office REIT Inc,2022-02-23,2021-12-31,-0.01,USD
CIT,CIT Group Inc,2022-01-24,2021-12-31,0.95,USD
CIVB,Civista Bancshares Inc,2022-02-03,2021-12-31,0.61,USD
CIXX,CI Financial Corp,2022-02-09,2021-12-31,,USD
CIZN,Citizens Holding Company,2022-01-24,2021-12-31,,USD
CJCFF,CJCFF,2021-12-21,2021-10-31,,USD
CJREF,CJREF,2022-01-10,2021-11-30,0.31,CAD
CKH,CKH,2022-02-17,2021-12-31,,USD
CL,Colgate-Palmolive Company,2022-01-28,2021-12-31,0.79,USD
CLB,Core Laboratories N.V.,2022-01-25,2021-12-31,0.2,USD
CLBK,Columbia Financial Inc,2022-01-25,2021-12-31,0.2,USD
CLBS,Caladrius Biosciences Inc,2022-02-23,2021-12-31,-0.18,USD
CLDB,Cortland Bancorp,2022-01-31,2021-12-31,,USD
CLDR,Cloudera Inc,2021-12-01,2021-10-31,0.13,USD
CLDT,Chatham Lodging Trust,2022-02-22,2021-12-31,-0.2,USD
CLF,Cleveland-Cliffs Inc,2022-02-23,2021-12-31,2.35,USD
CLFD,Clearfield Inc,2022-01-26,2021-12-31,0.44,USD
CLH,Clean Harbors Inc,2022-02-22,2021-12-31,0.75,USD
CLI,Mack-Cali Realty Corp,2022-02-23,2021-12-31,-0.15,USD
CLNC,CLNC,2022-02-22,2021-12-31,,USD
CLNY,CLNY,2022-02-21,2021-12-31,,USD
CLR,Continental Resources Inc (OKLA),2022-02-14,2021-12-31,1.67,USD
CLRMF,CLRMF,2021-12-20,2021-10-31,,USD
CLS,Celestica Inc,2022-01-24,2021-12-31,,USD
CLSK,Cleanspark Inc,2021-12-15,2021-09-30,0.07,USD
CLSK,Cleanspark Inc,2022-02-10,2021-12-31,,USD
CLVS,Clovis Oncology Inc,2022-02-21,2021-12-31,-0.53,USD
CLVT,Clarivate Plc,2022-02-23,2021-12-31,0.23,USD
CLW,Clearwater Paper Corp,2022-02-23,2021-12-31,0.78,USD
CLX,Clorox Company,2022-02-02,2021-12-31,0.86,USD
CM,Canadian Imperial Bank Of Commerce,2021-12-02,2021-10-31,2.77,USD
CM,Canadian Imperial Bank Of Commerce,2022-02-23,2022-01-31,,USD
CMA,Comerica Inc,2022-01-19,2021-12-31,1.57,USD
CMBM,Cambium Networks Corp,2022-02-16,2021-12-31,0.15,USD
CMC,Commercial Metals Company,2022-01-10,2021-11-30,1.14,USD
CMCO,Columbus Mckinnon Corp,2022-01-26,2021-12-31,0.57,USD
CMCSA,Comcast Corp - Class A,2022-01-26,2021-12-31,0.72,USD
CMD,CMD,2021-12-06,2021-10-31,,USD
CMDXF,CMDXF,2022-02-10,2021-12-31,,USD
CME,CME Group Inc - Class A,2022-02-08,2021-12-31,1.61,USD
CMG,Chipotle Mexican Grill,2022-01-31,2021-12-31,5.29,USD
CMI,Cummins Inc,2022-02-02,2021-12-31,3.17,USD
CMLS,Cumulus Media Inc - Class A,2022-02-21,2021-12-31,0.64,USD
CMO,Capstead Mortgage Corp,2022-01-25,2021-12-31,,USD
CMP,Compass Minerals International Inc,2022-02-14,2021-12-31,0.6,USD
CMPR,Cimpress plc,2022-01-26,2021-12-31,1.58,USD
CMRE,Costamare Inc,2022-01-31,2021-12-31,1,USD
CMRX,Chimerix Inc,2022-02-23,2021-12-31,-0.11,USD
CMS,CMS Energy Corporation,2022-02-02,2021-12-31,0.44,USD
CMTL,Comtech Telecommunications Corp,2021-12-07,2021-10-31,-0.14,USD
CNA,CNA Financial Corp,2022-02-07,2021-12-31,0.99,USD
CNBB,CNBB,2022-01-13,2021-12-31,,USD
CNBKA,Century Bancorp Inc - Class A,2022-01-17,2021-12-31,,USD
CNC,Centene Corp,2022-02-07,2021-12-31,0.98,USD
CNCE,Concert Pharmaceuticals Inc,2022-02-23,2021-12-31,-0.73,USD
CNDT,Conduent Inc,2022-02-16,2021-12-31,0.14,USD
CNFR,Conifer Holdings Inc,2022-02-21,2021-12-31,-0.11,USD
CNI,Canadian National Railway Company,2022-01-25,2021-12-31,,USD
CNK,Cinemark Holdings Inc,2022-02-24,2021-12-31,-0.12,USD
CNMD,Conmed Corp,2022-01-25,2021-12-31,1.06,USD
CNNE,Cannae Holdings Inc,2022-02-21,2021-12-31,0.1,USD
CNO,CNO Financial Group Inc,2022-02-07,2021-12-31,0.59,USD
CNOB,ConnectOne Bancorp Inc,2022-01-26,2021-12-31,0.76,USD
CNP,Centerpoint Energy Inc,2022-02-23,2021-12-31,0.3,USD
CNPOF,CNPOF,2022-02-08,2021-12-31,,USD
CNS,Cohen & Steers Inc,2022-01-25,2021-12-31,1,USD
CNSL,Consolidated Communications Holdings Inc,2022-02-23,2021-12-31,0.04,USD
CNST,CNST,2022-02-22,2021-12-31,,USD
CNSWF,CNSWF,2022-02-10,2021-12-31,,USD
CNTMF,CNTMF,2021-11-30,2021-09-30,-0.01,USD
CNX,CNX Resources Corp,2022-01-26,2021-12-31,0.56,USD
CNXC,Concentrix Corporation,2022-01-10,2021-11-30,2.71,USD
CNXN,PC Connection Inc,2022-02-22,2021-12-31,0.7,USD
CO,Global Cord Blood Corp,2022-02-23,2021-12-31,,CNY
CODA,Coda Octopus Group Inc,2022-01-26,2021-10-31,0.13,USD
CODI,Compass Diversified Holdings,2022-02-22,2021-12-31,0.6,USD
COE,China Online Education Group,2021-12-06,2021-09-30,0.64,USD
COF,Capital One Financial Corp,2022-01-24,2021-12-31,5.3,USD
COFS,Choiceone Financial Services Inc,2022-01-28,2021-12-31,,USD
COG,COG,2022-02-21,2021-12-31,,USD
COHR,Coherent Inc,2022-02-08,2021-12-31,1.82,USD
COHU,Cohu Inc,2022-02-09,2021-12-31,0.54,USD
COKE,Coca-Cola Consolidated Inc,2022-02-24,2021-12-31,7.62,USD
COLB,Columbia Banking System Inc,2022-01-26,2021-12-31,0.59,USD
COLD,Americold Realty Trust,2022-02-16,2021-12-31,0.08,USD
COLFF,COLFF,2022-02-24,2021-12-31,,USD
COLL,Collegium Pharmaceutical Inc,2022-02-23,2021-12-31,1.05,USD
COLM,Columbia Sportswear Company,2022-02-03,2021-12-31,1.79,USD
COMM,CommScope Holding Company Inc,2022-02-15,2021-12-31,0.19,USD
CONE,CyrusOne Inc,2022-02-15,2021-12-31,0.03,USD
CONN,Conns Inc,2021-12-06,2021-10-31,0.59,USD
COO,Cooper Companies Inc,2021-12-02,2021-10-31,3.37,USD
COOP,Mr. Cooper Group Inc,2022-02-21,2021-12-31,1.19,USD
COP,Conoco Phillips,2022-01-31,2021-12-31,2.09,USD
COR,CoreSite Realty Corporation,2022-02-02,2021-12-31,0.47,USD
CORT,Corcept Therapeutics Inc,2022-02-07,2021-12-31,0.21,USD
COST,Costco Wholesale Corp,2021-12-09,2021-09-30,2.61,USD
COTY,Coty Inc - Class A,2022-02-07,2021-12-31,0.13,USD
COUP,Coupa Software Inc,2021-12-06,2021-10-31,0.02,USD
COWN,Cowen Inc - Class A,2022-02-09,2021-12-31,1.84,USD
CP,Canadian Pacific Railway Ltd,2022-01-25,2021-12-31,,USD
CPA,Copa Holdings S.A. - Class A,2022-02-08,2021-12-31,0.67,USD
CPB,Campbell Soup Company,2021-12-08,2021-10-31,0.81,USD
CPE,Callon Petroleum Company,2022-02-22,2021-12-31,2.89,USD
CPF,Central Pacific Financial Corp,2022-01-25,2021-12-31,0.65,USD
CPK,Chesapeake Utilities Corp,2022-02-22,2021-12-31,1.3,USD
CPLP,Capital Product Partners L P,2022-01-27,2021-12-31,0.67,USD
CPPMF,CPPMF,2022-02-14,2021-12-31,,USD
CPRI,Capri Holdings Ltd,2022-02-01,2021-12-31,1.67,USD
